User,PID,CPU,Memory,VSZ,RSS,TTY,STAT,Start,Time,Command
atik,1741,0.0,0.0,19956,10564,?,Ss,ফেব22,0:01,/lib/systemd/systemd
atik,1742,0.0,0.0,169936,3792,?,S,ফেব22,0:00,(sd-pam)
atik,1754,0.7,0.1,2606256,20592,?,S<sl,ফেব22,11:25,/usr/bin/pulseaudio
atik,1756,0.0,0.2,673328,33876,?,SNsl,ফেব22,0:12,/usr/libexec/tracker-miner-fs
atik,1758,0.0,0.0,9028,6016,?,Ss,ফেব22,0:08,/usr/bin/dbus-daemon
atik,1764,0.0,0.0,396760,8384,?,SLl,ফেব22,0:01,/usr/bin/gnome-keyring-daemon
atik,1767,0.0,0.0,248796,7748,?,Ssl,ফেব22,0:00,/usr/libexec/gvfsd
atik,1773,0.0,0.0,382068,8288,?,Sl,ফেব22,0:00,/usr/libexec/gvfsd-fuse
atik,1784,0.0,0.0,400288,11708,?,Ssl,ফেব22,0:03,/usr/libexec/gvfs-udisks2-volume-monitor
atik,1800,0.0,0.0,247088,7484,?,Ssl,ফেব22,0:00,/usr/libexec/gvfs-gphoto2-volume-monitor
atik,1804,0.0,0.0,244852,6308,?,Ssl,ফেব22,0:00,/usr/libexec/gvfs-goa-volume-monitor
atik,1808,0.0,0.2,562280,34628,?,Sl,ফেব22,0:00,/usr/libexec/goa-daemon
atik,1818,0.0,0.0,327584,11320,?,Sl,ফেব22,0:00,/usr/libexec/goa-identity-service
atik,1824,0.0,0.0,172992,6644,tty2,Ssl+,ফেব22,0:00,/usr/lib/gdm3/gdm-x-session
atik,1827,2.0,0.8,533396,104332,tty2,Sl+,ফেব22,32:51,/usr/lib/xorg/Xorg
atik,1828,0.0,0.0,244680,5952,?,Ssl,ফেব22,0:00,/usr/libexec/gvfs-mtp-volume-monitor
atik,1833,0.0,0.0,325700,8716,?,Ssl,ফেব22,0:01,/usr/libexec/gvfs-afc-volume-monitor
atik,1857,0.0,0.1,199572,15648,tty2,Sl+,ফেব22,0:00,/usr/libexec/gnome-session-binary
atik,1925,0.0,0.0,6044,452,?,Ss,ফেব22,0:00,/usr/bin/ssh-agent
atik,1946,0.0,0.0,309776,9616,?,Ssl,ফেব22,0:00,/usr/libexec/at-spi-bus-launcher
atik,1951,0.0,0.0,7380,4280,?,S,ফেব22,0:04,/usr/bin/dbus-daemon
atik,1957,0.0,0.0,99036,4296,?,Ssl,ফেব22,0:00,/usr/libexec/gnome-session-ctl
atik,1964,0.0,0.1,421864,17352,?,Ssl,ফেব22,0:01,/usr/libexec/gnome-session-binary
