User,PID,CPU,Memory,VSZ,RSS,TTY,STAT,Start,Time,Command
atik,21676,36.6,3.1,34289508,373484,?,SLl,10:49,0:32,/opt/google/chrome/chrome
atik,21684,0.0,0.0,33577208,3348,?,Sl,10:49,0:00,/opt/google/chrome/chrome_crashpad_handler
atik,21686,0.0,0.0,33567972,2972,?,Sl,10:49,0:00,/opt/google/chrome/chrome_crashpad_handler
atik,21692,0.0,0.4,33862440,59136,?,S,10:49,0:00,/opt/google/chrome/chrome
atik,21693,0.0,0.4,33862432,59264,?,S,10:49,0:00,/opt/google/chrome/chrome
atik,21694,0.0,0.0,33568372,4780,?,S,10:49,0:00,/opt/google/chrome/nacl_helper
atik,21697,0.1,0.1,33862452,15952,?,S,10:49,0:00,/opt/google/chrome/chrome
atik,21721,6.5,1.3,34191656,161532,?,Sl,10:49,0:05,/opt/google/chrome/chrome
atik,21724,8.1,1.0,33918860,123652,?,Sl,10:49,0:07,/opt/google/chrome/chrome
atik,21735,0.5,0.4,33905112,51448,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,21829,0.1,0.8,1184750580,102044,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,21839,0.0,0.7,1184748396,91496,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,21846,0.2,0.8,1184748524,104620,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,21847,53.3,1.2,1185807476,144608,?,Sl,10:49,0:46,/opt/google/chrome/chrome
atik,21884,0.2,0.9,1184748872,107584,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,21896,0.3,0.7,1184748396,94020,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,21905,0.0,0.7,1184748396,89152,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,21914,19.4,1.1,1186889276,140244,?,Sl,10:49,0:16,/opt/google/chrome/chrome
atik,21976,33.6,2.2,1184798792,264028,?,Sl,10:49,0:28,/opt/google/chrome/chrome
atik,21997,34.3,2.1,1186906508,258352,?,Sl,10:49,0:28,/opt/google/chrome/chrome
atik,22024,5.9,1.5,1190044232,181704,?,Sl,10:49,0:04,/opt/google/chrome/chrome
atik,22039,2.3,1.3,1185831828,163596,?,Sl,10:49,0:01,/opt/google/chrome/chrome
atik,22257,6.5,1.3,1185828412,165780,?,Sl,10:49,0:05,/opt/google/chrome/chrome
atik,22276,0.0,0.6,1184748392,78236,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,22422,0.0,0.6,34172088,78128,?,Sl,10:49,0:00,/opt/google/chrome/chrome
atik,22440,0.0,0.5,1184748392,68128,?,Sl,10:49,0:00,/opt/google/chrome/chrome
